-6.45572500000000E+0000	-5.41448000000000E+0000	-4.99377600000000E+0000	-3.24071800000000E+0000	-5.41448000000000E+0000	-5.00643700000000E+0000	-5.89227000000000E+0000	-5.72667700000000E+0000	-5.89227000000000E+0000	-3.71231100000000E+0000	-2.11525800000000E+0000	-6.71329000000000E-0001	-2.67825700000000E+0000	-5.56097800000000E+0000	-3.46144800000000E+0000	-3.76886900000000E+0000	-7.22636000000000E-0001	 1.67259200000000E+0000	 1.45276100000000E+0000	 7.10141400000000E+0000	 7.03781700000000E+0000	 4.41560900000000E+0000	 6.81400000000000E-0002	 7.60057300000000E+0000	 1.14505170000000E+0001	 1.11797550000000E+0001	 7.01925100000000E+0000	 1.19900940000000E+0001	 8.54023600000000E+0000	 3.06996000000000E+0000	-7.92962100000000E+0000	-6.45572500000000E+0000	-4.59222200000000E+0000	-5.56251100000000E+0000	-4.98188800000000E+0000	-3.40293500000000E+0000	-7.87563400000000E+0000	-4.38457100000000E+0000	-5.21889100000000E+0000	-3.96565200000000E+0000	-3.67630700000000E+0000	-4.57912000000000E+0000	-2.75389700000000E+0000	-1.49589800000000E+0000	-2.38452600000000E+0000	-8.48713000000000E-0001	 2.98510000000000E-0001	 3.58100000000000E-0002	-2.54094600000000E+0000	-2.07714000000000E+0000	-3.32172000000000E+0000	 7.35040000000000E-0001	 3.00740200000000E+0000	 2.77750900000000E+0000	 5.98057000000000E+0000	 6.67624400000000E+0000	 5.53470500000000E+0000	 2.81367700000000E+0000	 8.09725900000000E+0000	 9.96593300000000E+0000	 7.22314100000000E+0000	
-9.48771300000000E+0000	-7.27453700000000E+0000	-7.08222900000000E+0000	-4.89700200000000E+0000	-7.27453700000000E+0000	-7.20119400000000E+0000	-8.67943700000000E+0000	-8.12944400000000E+0000	-8.67943700000000E+0000	-5.64939900000000E+0000	-3.04107400000000E+0000	-1.50195000000000E+0000	-4.76164600000000E+0000	-7.57946600000000E+0000	-5.20476700000000E+0000	-5.34502700000000E+0000	-1.58934400000000E+0000	 1.53354300000000E+0000	 1.75021900000000E+0000	 9.73514100000000E+0000	 8.67975400000000E+0000	 4.47609000000000E+0000	-3.97360000000000E-0001	 8.46988800000000E+0000	 1.45787730000000E+0001	 1.38727650000000E+0001	 9.29102300000000E+0000	 1.58842200000000E+0001	 1.22236090000000E+0001	 4.28000000000000E+0000	-1.17243150000000E+0001	-9.48771300000000E+0000	-5.32099200000000E+0000	-7.14939300000000E+0000	-7.25126600000000E+0000	-4.26483800000000E+0000	-9.01334000000000E+0000	-4.68564300000000E+0000	-5.78384000000000E+0000	-4.85830600000000E+0000	-4.02982600000000E+0000	-5.06159700000000E+0000	-2.22834500000000E+0000	-1.34170100000000E+0000	-3.13558400000000E+0000	-7.53727000000000E-0001	 1.49351100000000E+0000	 1.00958200000000E+0000	-2.31479700000000E+0000	-2.13077500000000E+0000	-3.20842100000000E+0000	 1.09113500000000E+0000	 5.08181300000000E+0000	 4.28833300000000E+0000	 8.76451800000000E+0000	 9.19606100000000E+0000	 7.42566800000000E+0000	 3.77614500000000E+0000	 1.11906450000000E+0001	 1.33031600000000E+0001	 9.57274600000000E+0000	
-1.16294140000000E+0001	-8.43867200000000E+0000	-8.50959600000000E+0000	-6.04350600000000E+0000	-8.43867200000000E+0000	-8.73054900000000E+0000	-1.07606850000000E+0001	-9.93067700000000E+0000	-1.07606850000000E+0001	-6.99210100000000E+0000	-3.61883800000000E+0000	-2.26593400000000E+0000	-6.47459400000000E+0000	-9.10080300000000E+0000	-6.61464100000000E+0000	-6.54756100000000E+0000	-2.53527400000000E+0000	 1.08281600000000E+0000	 1.70727400000000E+0000	 1.15829150000000E+0001	 9.67576700000000E+0000	 4.20763800000000E+0000	-7.47139000000000E-0001	 8.84781700000000E+0000	 1.66811460000000E+0001	 1.58060560000000E+0001	 1.11641420000000E+0001	 1.87337870000000E+0001	 1.49223870000000E+0001	 5.09242900000000E+0000	-1.44110380000000E+0001	-1.16294140000000E+0001	-5.77532800000000E+0000	-8.19045100000000E+0000	-8.84800800000000E+0000	-4.80749900000000E+0000	-9.52493800000000E+0000	-4.83200500000000E+0000	-6.16938400000000E+0000	-5.38146900000000E+0000	-4.25202600000000E+0000	-5.44869700000000E+0000	-1.80273700000000E+0000	-1.21478000000000E+0000	-3.64003700000000E+0000	-8.05565000000000E-0001	 2.31166700000000E+0000	 1.57661700000000E+0000	-2.12053400000000E+0000	-2.14020100000000E+0000	-2.78585300000000E+0000	 1.21099400000000E+0000	 6.56746900000000E+0000	 5.30996800000000E+0000	 1.08093550000000E+0001	 1.09766750000000E+0001	 8.77289000000000E+0000	 4.59472700000000E+0000	 1.36472300000000E+0001	 1.57628160000000E+0001	 1.15344440000000E+0001	
-1.27041380000000E+0001	-8.75108600000000E+0000	-9.11524300000000E+0000	-6.52651500000000E+0000	-8.75108600000000E+0000	-9.41789300000000E+0000	-1.19212810000000E+0001	-1.09521280000000E+0001	-1.19212810000000E+0001	-7.58112200000000E+0000	-3.72227800000000E+0000	-2.82815500000000E+0000	-7.62179000000000E+0000	-9.98320300000000E+0000	-7.55148900000000E+0000	-7.24585200000000E+0000	-3.48702300000000E+0000	 3.88532000000000E-0001	 1.36073000000000E+0000	 1.24743180000000E+0001	 9.92180800000000E+0000	 3.60914400000000E+0000	-9.47717000000000E-0001	 8.67130600000000E+0000	 1.75085970000000E+0001	 1.67747770000000E+0001	 1.24459610000000E+0001	 2.02784760000000E+0001	 1.64186850000000E+0001	 5.46815100000000E+0000	-1.58048800000000E+0001	-1.27041380000000E+0001	-5.88247800000000E+0000	-8.56710900000000E+0000	-9.60364200000000E+0000	-4.89064700000000E+0000	-9.33810500000000E+0000	-4.77907600000000E+0000	-6.27407800000000E+0000	-5.49108300000000E+0000	-4.33376400000000E+0000	-5.71123700000000E+0000	-1.50587400000000E+0000	-1.06638400000000E+0000	-3.74960200000000E+0000	-9.39886000000000E-0001	 2.71350300000000E+0000	 1.68757900000000E+0000	-2.03298600000000E+0000	-2.15955700000000E+0000	-2.16580400000000E+0000	 1.00291300000000E+0000	 7.29682500000000E+0000	 5.75889000000000E+0000	 1.19231100000000E+0001	 1.18127640000000E+0001	 9.35752900000000E+0000	 5.10625400000000E+0000	 1.51033400000000E+0001	 1.70737690000000E+0001	 1.28740970000000E+0001	
-1.26608040000000E+0001	-8.13811100000000E+0000	-8.82572900000000E+0000	-6.25636000000000E+0000	-8.13811100000000E+0000	-9.17837100000000E+0000	-1.20559330000000E+0001	-1.11024580000000E+0001	-1.20559330000000E+0001	-7.34086500000000E+0000	-3.27046700000000E+0000	-3.06748300000000E+0000	-8.06645600000000E+0000	-1.01492580000000E+0001	-7.93520000000000E+0000	-7.37778300000000E+0000	-4.37166500000000E+0000	-4.42105000000000E-0001	 7.91120000000000E-0001	 1.23431350000000E+0001	 9.39376300000000E+0000	 2.70967100000000E+0000	-1.00830000000000E+0000	 7.91674200000000E+0000	 1.69371110000000E+0001	 1.66491590000000E+0001	 1.29802870000000E+0001	 2.03930820000000E+0001	 1.66294860000000E+0001	 5.42314300000000E+0000	-1.58731270000000E+0001	-1.26608040000000E+0001	-5.61445000000000E+0000	-8.23552800000000E+0000	-9.44872000000000E+0000	-4.41259500000000E+0000	-8.44959100000000E+0000	-4.49538900000000E+0000	-6.02022400000000E+0000	-5.20886700000000E+0000	-4.28047100000000E+0000	-5.82600300000000E+0000	-1.34336800000000E+0000	-8.37763000000000E-0001	-3.35141100000000E+0000	-1.06787400000000E+0000	 2.72695300000000E+0000	 1.36016900000000E+0000	-2.10696100000000E+0000	-2.24038300000000E+0000	-1.50151500000000E+0000	 4.17865000000000E-0001	 7.20195100000000E+0000	 5.62104000000000E+0000	 1.20195370000000E+0001	 1.16101550000000E+0001	 9.05828900000000E+0000	 5.18345600000000E+0000	 1.53361590000000E+0001	 1.70853700000000E+0001	 1.34140520000000E+0001	
-1.15774130000000E+0001	-6.62749100000000E+0000	-7.66900000000000E+0000	-5.22759200000000E+0000	-6.62749100000000E+0000	-8.03601400000000E+0000	-1.11861310000000E+0001	-1.03916310000000E+0001	-1.11861310000000E+0001	-6.29419300000000E+0000	-2.24689200000000E+0000	-2.89840400000000E+0000	-7.75238800000000E+0000	-9.59740500000000E+0000	-7.75783200000000E+0000	-6.96131900000000E+0000	-5.12591500000000E+0000	-1.28037900000000E+0000	 1.09095000000000E-0001	 1.12341270000000E+0001	 8.15211300000000E+0000	 1.56922900000000E+0000	-9.76056000000000E-0001	 6.61010300000000E+0000	 1.49884710000000E+0001	 1.53956060000000E+0001	 1.26679390000000E+0001	 1.90994060000000E+0001	 1.56106030000000E+0001	 5.02258300000000E+0000	-1.47316230000000E+0001	-1.15774130000000E+0001	-4.99383600000000E+0000	-7.23373800000000E+0000	-8.42340700000000E+0000	-3.33481700000000E+0000	-6.92486200000000E+0000	-3.96891700000000E+0000	-5.37290400000000E+0000	-4.61493300000000E+0000	-4.10803500000000E+0000	-5.77634200000000E+0000	-1.29632100000000E+0000	-4.73831000000000E-0001	-2.39377500000000E+0000	-1.09283000000000E+0000	 2.44141600000000E+0000	 6.79620000000000E-0001	-2.36053300000000E+0000	-2.41550900000000E+0000	-9.54162000000000E-0001	-5.34727000000000E-0001	 6.32756700000000E+0000	 4.95312500000000E+0000	 1.11290480000000E+0001	 1.04025020000000E+0001	 7.87743500000000E+0000	 4.76075300000000E+0000	 1.42989790000000E+0001	 1.57903970000000E+0001	 1.30609130000000E+0001	
-9.64619900000000E+0000	-4.35446200000000E+0000	-5.77480700000000E+0000	-3.52841900000000E+0000	-4.35446200000000E+0000	-6.12543700000000E+0000	-9.45821600000000E+0000	-8.93054700000000E+0000	-9.45821600000000E+0000	-4.56339400000000E+0000	-7.10154000000000E-0001	-2.28821400000000E+0000	-6.71518200000000E+0000	-8.40310200000000E+0000	-7.08418400000000E+0000	-6.09205100000000E+0000	-5.70223300000000E+0000	-1.99692600000000E+0000	-5.62536000000000E-0001	 9.29553000000000E+0000	 6.33610800000000E+0000	 2.76319000000000E-0001	-9.22677000000000E-0001	 4.83303700000000E+0000	 1.18337700000000E+0001	 1.30893080000000E+0001	 1.14834930000000E+0001	 1.65602270000000E+0001	 1.35428380000000E+0001	 4.36802300000000E+0000	-1.26207520000000E+0001	-9.64619900000000E+0000	-4.09092100000000E+0000	-5.67711300000000E+0000	-6.67179800000000E+0000	-1.69819300000000E+0000	-4.89017400000000E+0000	-3.21135100000000E+0000	-4.35179500000000E+0000	-3.83018400000000E+0000	-3.83783300000000E+0000	-5.55291600000000E+0000	-1.32411400000000E+0000	 6.28840000000000E-0002	-9.03673000000000E-0001	-9.29340000000000E-0001	 1.99098400000000E+0000	-2.12381000000000E-0001	-2.76636100000000E+0000	-2.68792100000000E+0000	-6.59032000000000E-0001	-1.78173800000000E+0000	 4.82567200000000E+0000	 3.87384200000000E+0000	 9.39322200000000E+0000	 8.34867300000000E+0000	 5.94550200000000E+0000	 3.84800300000000E+0000	 1.21248390000000E+0001	 1.33284380000000E+0001	 1.18216080000000E+0001	
-7.14333200000000E+0000	-1.55201800000000E+0000	-3.36056100000000E+0000	-1.33649900000000E+0000	-1.55201800000000E+0000	-3.67692700000000E+0000	-7.12208300000000E+0000	-6.91560700000000E+0000	-7.12208300000000E+0000	-2.35644300000000E+0000	 1.20673400000000E+0000	-1.26623600000000E+0000	-5.08025100000000E+0000	-6.70926400000000E+0000	-6.03992900000000E+0000	-4.92670800000000E+0000	-6.07101300000000E+0000	-2.48208900000000E+0000	-1.10800600000000E+0000	 6.75843300000000E+0000	 4.14802200000000E+0000	-1.05807100000000E+0000	-9.25143000000000E-0001	 2.72265100000000E+0000	 7.77811700000000E+0000	 9.91508000000000E+0000	 9.48512900000000E+0000	 1.30564640000000E+0001	 1.07030070000000E+0001	 3.57997000000000E+0000	-9.86592300000000E+0000	-7.14333200000000E+0000	-3.01253600000000E+0000	-3.74282600000000E+0000	-4.42083300000000E+0000	 3.73175000000000E-0001	-2.51843400000000E+0000	-2.25939700000000E+0000	-3.03289800000000E+0000	-2.99228400000000E+0000	-3.49213400000000E+0000	-5.15479900000000E+0000	-1.37102800000000E+0000	 7.81049000000000E-0001	 1.00826400000000E+0000	-5.21192000000000E-0001	 1.52992800000000E+0000	-1.13886800000000E+0000	-3.25332900000000E+0000	-3.02734300000000E+0000	-6.98417000000000E-0001	-3.19334600000000E+0000	 2.93232700000000E+0000	 2.54637300000000E+0000	 7.04361900000000E+0000	 5.71065000000000E+0000	 3.50321600000000E+0000	 2.52954900000000E+0000	 9.09843700000000E+0000	 9.96843000000000E+0000	 9.80462000000000E+0000	
-4.38844700000000E+0000	 1.47454400000000E+0000	-7.04244000000000E-0001	 1.09952100000000E+0000	 1.47454400000000E+0000	-9.86577000000000E-0001	-4.49387900000000E+0000	-4.60056100000000E+0000	-4.49387900000000E+0000	 5.98080000000000E-0002	 3.30954400000000E+0000	 7.71860000000000E-0002	-3.04733900000000E+0000	-4.70726300000000E+0000	-4.78947000000000E+0000	-3.65553900000000E+0000	-6.21907200000000E+0000	-2.66214400000000E+0000	-1.43570100000000E+0000	 3.90611200000000E+0000	 1.82933000000000E+0000	-2.30987900000000E+0000	-1.04493600000000E+0000	 4.63440000000000E-0001	 3.22760600000000E+0000	 6.15436600000000E+0000	 6.81495300000000E+0000	 8.95084200000000E+0000	 7.42465700000000E+0000	 2.77893700000000E+0000	-6.82960100000000E+0000	-4.38844700000000E+0000	-1.88468100000000E+0000	-1.64573600000000E+0000	-1.94732900000000E+0000	 2.68254900000000E+0000	-1.07560000000000E-0002	-1.17259900000000E+0000	-1.53938500000000E+0000	-2.23006800000000E+0000	-3.09082600000000E+0000	-4.59084400000000E+0000	-1.37570700000000E+0000	 1.65469300000000E+0000	 3.15735000000000E+0000	 1.45722000000000E-0001	 1.20503700000000E+0000	-1.91541700000000E+0000	-3.71839400000000E+0000	-3.37540700000000E+0000	-1.08656300000000E+0000	-4.60147600000000E+0000	 9.30511000000000E-0001	 1.15496400000000E+0000	 4.36825300000000E+0000	 2.81523900000000E+0000	 8.63601000000000E-0001	 9.49042000000000E-0001	 5.60228500000000E+0000	 6.07254900000000E+0000	 7.20574100000000E+0000	
-1.70075600000000E+0000	 4.38579800000000E+0000	 1.89176600000000E+0000	 3.49079100000000E+0000	 4.38579800000000E+0000	 1.62413500000000E+0000	-1.90892400000000E+0000	-2.26024100000000E+0000	-1.90892400000000E+0000	 2.39567100000000E+0000	 5.36727700000000E+0000	 1.60239000000000E+0000	-8.63524000000000E-0001	-2.61146800000000E+0000	-3.50771800000000E+0000	-2.46880600000000E+0000	-6.14555600000000E+0000	-2.50867400000000E+0000	-1.49033700000000E+0000	 1.03788200000000E+0000	-3.68162000000000E-0001	-3.35414300000000E+0000	-1.31044000000000E+0000	-1.72905200000000E+0000	-1.35776300000000E+0000	 2.15827600000000E+0000	 3.68831900000000E+0000	 4.64323400000000E+0000	 4.05456800000000E+0000	 2.06824100000000E+0000	-3.86282800000000E+0000	-1.70075600000000E+0000	-8.32199000000000E-0001	 3.90480000000000E-0001	 4.61324000000000E-0001	 4.98472300000000E+0000	 2.42409900000000E+0000	-2.77060000000000E-0002	-2.31270000000000E-0002	-1.64135100000000E+0000	-2.64996700000000E+0000	-3.88094400000000E+0000	-1.28188000000000E+0000	 2.62429300000000E+0000	 5.30838100000000E+0000	 1.03843900000000E+0000	 1.13009100000000E+0000	-2.37974800000000E+0000	-4.04619900000000E+0000	-3.65818100000000E+0000	-1.76920800000000E+0000	-5.82639900000000E+0000	-8.94359000000000E-0001	-1.20619000000000E-0001	 1.67116300000000E+0000	 5.89700000000000E-0003	-1.63886300000000E+0000	-7.16564000000000E-0001	 2.04785300000000E+0000	 2.04682500000000E+0000	 4.28044500000000E+0000	
